biomarkerID,biomarkerName,biomarkerType,curated_disease_name,biomarkerUsage,sample,curated_breed_name,sex,age,weight,cellLine,organism,gene,traitAssociation,roc,km,cox,conclusion,pmid
12904,cfa-miR-139,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12905,cfa-miR-142,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
2396,uIL-18/uCr,protein,acute kidney failure,prediction,hospitalized dogs (n = 118) and healthy controls (n = 20),"German Shepherd Dog,Miniature Poodle,Cane Corso(Italian Mastiff),Pekingese,Labrador Retriever,Golden Retriever,Cocker Spaniel,Doberman Pinscher,Border Collie","comprised 63 males (intact, 24; castrated, 39) and 55 females (intact, 24;spayed, 31)",120months,,,9615,,,,,,"Urinary (u) activity of γ-glutamyl transpeptidase (GGT) and alkaline phosphatase (ALP), and concentrations of heat-shock protein 70 (HSP70) and interleukins (ILs) -6 and -18, are predictive biomarkers for AKI and survival",34738653
12906,cfa-miR-149,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12907,cfa-miR-181d,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12908,cfa-miR-186,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12909,cfa-miR-196a,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12910,cfa-miR-196b,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12911,cfa-miR-200b,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12912,cfa-miR-202,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12913,cfa-miR-212,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12914,cfa-miR-217,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12915,cfa-miR-218,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
1018,cfa-miR-130b,miRNA,heart disorder,diagnosis,72 with heart diseases and 10 healthy dogs,,,11.72 ± 2.43years,,,9615,,,"In all groups, cfa-miR-130b showed optimal area under the curve (AUC > 0.7)",,,"Based on these results, cfa-miR-130b was selected as a candidate for promising common biomarker in various heart diseases.",34708100
12916,cfa-miR-219-5p,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12917,cfa-miR-29a,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12918,cfa-miR-30b,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12919,cfa-miR-325,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12920,cfa-miR-329a,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12921,cfa-miR-335,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12922,cfa-miR-338,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
1081,cfa-miR-345,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12923,cfa-miR-34c,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12924,cfa-miR-363,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
1881,survivin,other,neoplasm,diagnosis,"One hundred and nineteen dogs were classified into 7 groups: healthy, non-neoplastic diseased, mammary adenocarcinoma, mammary adenoma, squamous cell carcinoma, soft-tissue sarcoma, and lymphoma",,,0.5-15.5years,,,9615,,,**AUC:0.88 cut-off value:53pg/mL sensitivity 67% specificity:95%**,,,"Therefore, survivin can provide information on the presence of malignant tumors and be used as a tumor marker in dogs.",34697925
12925,cfa-miR-374b,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12926,cfa-miR-376a,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12927,cfa-miR-379,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12928,cfa-miR-380,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12929,cfa-miR-382,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12930,cfa-miR-384,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12931,cfa-miR-421,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12932,cfa-miR-429,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12933,cfa-miR-487a,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
12934,cfa-miR-489,miRNA,"mitral valve prolapse, myxomatous 3",monitoring,,"English Beagle,Labrador Retriever,Gordon Setter,American Pit Bull Terrier,German Short-Haired  Pointer,Shih Tzu(Chrysanthemum Dog),Maltese,Cavalier King Charles Spaniel,Papillon(Continental Toy Spaniel),Chihuahua",both,"normal group(year): 2-7, MMVD group(year): 5-13,  MMVD with CHF(year): 8-13","normal group(kg): 10-36; MMVD group(kg): 8-40, MMVD with CHF(kg):5-13",,9615,,,,,,"Plasma ex-miRNA show great promise as biomarkers for MMVD disease monitoring and may also help elucidate the pathophysiology of the disease and subsequently help devise therapeutic strategies. The present data show that cfa-miR-9, cfa-miR-181c, cfa-miR-495 and cfa-miR-599 expressions not only change with disease progression and development of heart failure, but also exhibit changes as a function of age.",28804599
1858,Cell-free DNA,other,neoplasm,monitoring,"dogs with neoplastic disease (n = 38), clinically ill dogs without neoplasia (n = 47), and healthy dogs (n = 35)",,both,3-20years,,,9615,,,AUC:0.701,,,"Overall, the results suggest that plasma cfDNA is a potentially useful indicator for monitoring treatment response and disease progression in dogs with tumors. Further large-scale studies are needed to determine the role of cfDNA as a surrogate biomarker in dogs with neoplastic diseases.",34604371
